stage,team_size,months_since_foundation,funding_total_usd,funding_rounds,monthly_active_users,revenue_mrr_usd,monthly_growth_rate,stage_num
early,29,33,482789.0622911362,1,178759.23536271692,47005.71522088595,1.571857297826796,2
idea,3,4,41642.79043089606,1,61.68421776573601,13.45608392377284,0.23926609973920557,0
idea,2,2,18203.143589833,1,89.41231110816472,4.57793786607121,0.4125322057794395,0
seed,9,4,1994788.442359488,2,3008.5702880234544,1287.056150983527,0.3814410821056089,1
early,18,19,6249220.727798481,0,169273.26784297964,40807.72171753445,0.9791422553177773,2
idea,3,9,27793.55481982526,1,46.526297281927675,18.91568005718669,0.007587663694883437,0
seed,10,5,329824.01393409615,1,4342.086291060619,2229.8263520220285,0.3086076816354366,1
series_a,81,25,4127475.700775966,4,238828.9385897492,445605.90289260284,0.25936501621901714,3
seed,8,19,748071.7213544658,2,4136.228670412868,1398.3070350749306,0.6097240475222925,1
idea,3,7,34703.30374279784,0,179.11429581661525,57.072962214171554,0.47088635171155613,0
idea,4,2,3571.919150441416,0,102.2105335589153,15.956828463641454,0.18610568234927585,0
series_a,38,72,34809568.621361,6,798942.4500852035,179782.58095664423,2.3457557573500414,3
idea,4,7,10193.917131079961,0,55.18882948252926,10.707395031580885,0.021372765123522763,0
series_a,46,67,20302715.95366611,6,215001.45363634094,194747.39342865758,0.123369037797052,3
seed,6,15,1664556.882392495,0,7855.875849991654,2980.8139895533873,0.8933416418276082,1
series_a,59,72,1942353.4693812486,1,990659.5606291674,147393.14750927177,2.929075261799465,3
early,7,37,3286724.2910862425,2,42072.84804966214,22835.413912896674,0.1513871912520356,2
scale_up,470,58,599982179.7733973,4,3405036.4369995194,2409128.5114552877,0.3284988113750137,4
seed,11,15,392294.2020068506,3,391.6051028713899,4912.821002927136,0.8651493347713713,1
early,32,48,5358868.062990963,2,47844.175098502936,22442.289443935886,1.7193858978609482,2
seed,9,17,1744445.6432564205,1,4073.0840905080445,3923.6755704304965,0.8148670149654462,1
seed,9,8,1316262.1371170492,0,607.0038343737795,605.0785837432443,0.9299847831341347,1
seed,11,17,647695.3614457748,1,8553.630257845616,971.6607163688029,0.1616095805953639,1
series_a,20,52,23882581.24118893,7,264768.5683076369,142218.3921126362,1.2929041217563513,3
scale_up,998,228,674229516.7050791,10,1310304.1047471317,4384055.677667316,0.48627000621810323,4
early,8,44,4102200.8791450155,2,60899.696438281666,23572.523490824486,0.5409308037636237,2
seed,6,11,532768.2874748344,0,2716.689387667974,268.88452666526007,0.9243720463599634,1
seed,4,17,1169277.8758053544,0,8600.634236290573,507.8607182233064,0.34702802532563604,1
early,30,37,8978607.543923,1,28769.915686460685,30314.190851079933,1.257306524196661,2
idea,1,4,30053.839950319634,0,80.9310835809333,18.447535933421644,0.036061732010459924,0
idea,4,2,1489.0393660460466,1,105.34994997614953,16.576233827695038,0.3684307974239134,0
seed,12,11,1280119.4609400078,2,4261.720459777372,3869.625284027743,0.971824424679406,1
idea,1,11,8485.670819745534,1,47.4263204766646,21.825351556092038,0.1532031505074338,0
idea,2,1,34170.80661468546,0,71.86703987745193,20.486435819358007,0.2837971904279245,0
idea,5,2,37175.45760719282,0,115.89499813874168,51.32685438586955,0.08554911057508482,0
idea,4,12,49990.83596813389,1,165.31115935721957,20.8630605704235,0.12480373390518931,0
idea,3,4,42255.36495027061,1,90.78659234859808,1.8356518421788246,0.19834728811373795,0
scale_up,447,145,31733966.858250514,11,9037130.564810814,2762062.3465987174,2.971095839208116,4
seed,5,8,1351305.663737249,0,4567.916946997639,2463.80211999545,0.381336976915168,1
seed,9,16,1044287.5480101618,0,4522.345553595009,1208.3561298630052,0.0014182201339154599,1
early,26,29,5613789.3444198035,4,76646.81699692468,16635.898198605926,1.7130274177116807,2
idea,2,7,34388.65177727408,0,175.2704226054383,78.52250968525819,0.07094517382505905,0
series_a,32,14,5409292.261131413,2,972537.2037242936,283672.91504880425,1.1824590228848797,3
early,7,43,4870031.220600555,3,10922.610907344819,27178.172723218442,0.637463625814057,2
idea,2,7,49192.29614237729,0,158.87046584953504,60.61062359160339,-0.0761165900667476,0
seed,8,13,996912.310751275,3,3439.7298712531006,1945.8023134297282,0.7558733593374654,1
series_a,90,65,25470823.507631984,3,118921.03056156187,284322.13683615596,0.8160578358154922,3
series_a,67,79,1055302.5038221553,7,317934.8665537925,162632.75811652496,0.7614577078328242,3
seed,10,10,178492.93040782594,0,7493.696899541358,1108.3192154369415,0.21992454803937422,1
seed,12,24,1617242.6071338125,1,2159.2161319526504,1701.12620761196,0.31813253133349084,1
idea,2,2,6797.399068610077,1,27.108202618167354,8.902435687302953,-0.010737743059529403,0
scale_up,127,166,657266612.7904873,5,3256632.9084721655,4964790.865052139,3.456448001641937,4
idea,1,3,12444.919259659599,0,38.55086437740791,15.81250470889,0.09686208550509304,0
series_a,64,13,24602433.80030441,1,977946.2767539172,397390.1430387023,1.5213232822457206,3
seed,7,4,1418849.169608409,0,5334.910295541572,4468.9371350499905,0.25673777463281167,1
seed,11,23,816987.0988550365,1,7917.062284153828,3485.6990697289157,0.9955202282643788,1
seed,5,9,1539390.8130527178,0,8202.379509104656,3924.2685617789425,0.9294904227674665,1
idea,4,3,12641.689158258063,0,152.43422109673557,73.54059383242651,0.4112837383126855,0
idea,5,10,44733.381215700676,0,193.18059837316218,12.286683944601819,0.37890979374490574,0
idea,2,5,26395.45989157841,1,181.69897349065886,77.19962835596291,0.15449336547141015,0
idea,2,3,24416.907199765938,0,24.260940913032726,11.81202394344349,0.04830484675671054,0
early,26,16,4955549.29905913,0,7431.058111504224,23967.94281425155,0.8273856106609035,2
seed,7,15,1346818.2413081613,0,1200.3382875145267,514.101119024119,0.7543621991839425,1
idea,1,12,49019.57596803467,1,5.104768911422641,0.3190829994027048,0.3986072362914015,0
scale_up,189,54,587581280.9075228,11,1052880.7740534837,1500083.9999723283,4.37340375938186,4
series_a,45,49,26029439.47169983,6,755480.0986807493,457730.4808038716,2.5154149961913297,3
series_a,91,60,40138708.29864804,4,621862.3839609382,235432.45708939596,2.369080742080561,3
scale_up,542,165,532244973.5412669,5,2090674.0591593315,4545510.638469943,1.4670403363308442,4
idea,3,2,25363.64222116202,0,157.20009841547338,35.846900036746604,-0.011418421551841793,0
seed,4,17,1531154.4130995227,1,2957.1591936513464,4655.142981387813,0.5529468935778924,1
early,7,22,2802931.1823460087,1,32435.093964255964,5787.50108083908,1.0659198578913813,2
early,30,25,5270561.964260566,4,138468.2903647272,3348.33362184518,1.4342974122988865,2
idea,2,7,44405.3959505736,1,149.31333476067857,69.08203438298376,0.3418965252300675,0
early,11,8,2539952.7094113007,0,111810.77391617885,10062.321523374869,0.1259207292142738,2
idea,1,9,1201.9277952929174,1,42.09656725853175,18.375284379986958,0.0858677399886777,0
idea,3,3,45861.07725710891,0,48.660575268920624,15.86006167556509,0.11429455374573694,0
seed,11,5,860556.0891735418,0,8991.9958853315,4988.481093306067,0.7533881149198358,1
seed,10,23,1417468.7446294657,1,4049.1058605771314,3232.986419012352,0.350718509454251,1
seed,6,19,1949726.5187622153,1,4488.071410291913,1113.8707013410858,0.6534334192478002,1
idea,4,6,10213.377661675993,0,153.07039878393076,14.944793819505298,0.3738272055263294,0
series_a,79,15,38332893.8172074,3,402783.41654160566,60773.20595583362,2.5275158928753743,3
idea,5,5,479.2820072197279,1,23.85991612036249,7.077560597997597,-0.0535076259185503,0
idea,2,1,17735.990294940075,0,110.63669845154591,50.365787376700496,0.07220186330551914,0
series_a,24,59,24860094.948723163,4,917108.1289700961,200299.7700590583,1.8295890770954741,3
scale_up,810,236,932312416.3793051,11,6970471.991211262,1750564.9849833455,0.6992828086164902,4
series_a,114,13,48304046.47950805,4,821243.7009753354,145202.05100337052,1.1170367495491094,3
early,24,27,5182887.043119901,0,92963.80738051824,30677.010319258243,1.0044259374368019,2
early,34,43,2523626.3266029176,3,153788.8160421738,15152.642066060826,0.8475650866357328,2
seed,2,12,869884.7658491399,0,8340.55662514643,4011.80275491239,0.1000432844300112,1
idea,1,8,33620.314679778785,0,53.07023433507818,5.296077586231327,0.22920612508963814,0
seed,10,13,1646846.6776378087,0,9847.621261456628,3852.4467925064814,0.9659502051125735,1
seed,6,15,1794196.8585683375,0,1859.1786125994574,2228.758104097268,0.24436722852770676,1
idea,2,4,46567.91836032296,0,126.4801790270393,20.61494390747122,-0.027556988374608127,0
early,12,40,9724349.444394024,1,37788.936975719895,23291.818518074786,1.5081422904230628,2
seed,2,14,1913635.1298569422,2,4230.338814121849,4844.50858557019,0.6946076116267283,1
idea,3,8,48496.860522354575,0,81.20684131887386,6.347013896787591,0.3961543453801166,0
idea,4,4,28138.50354007658,0,163.39667616181387,49.242023013307644,0.39766798385699864,0
early,38,8,7522453.288585898,2,93725.51270350332,9595.15329111514,0.3251407030364043,2
idea,2,8,17812.41265437919,0,145.84710189367215,47.90298726397284,-0.03162281118510864,0
series_a,18,42,22243612.03738625,4,707775.923736809,161333.46647980498,1.0143134880013756,3
seed,9,15,705355.9742606382,1,5396.709604807428,2346.2247293526984,0.5113245436611265,1
seed,8,4,1946074.9226814455,1,9268.991152286077,49.040573569881786,0.2475583956353089,1
seed,4,19,1666654.0540947027,3,6087.972717691646,4303.642796940423,0.015414958448407678,1
early,29,22,6859993.681228605,3,66848.41162938642,47299.56228453273,0.07648409640260098,2
idea,2,4,38708.575001146455,0,134.59008004927372,58.97041749532929,0.45936070330290035,0
early,23,41,494406.99929679104,4,120648.0628764619,48968.14879688749,0.7619091848058651,2
seed,8,12,923243.8833544833,1,2996.7369592253863,3136.6223476158566,0.42006266957944705,1
idea,3,6,35419.54275174177,1,128.97106133942532,34.97656261789691,0.0401717590868266,0
series_a,30,53,48896239.636727944,4,361782.7878616004,135720.8807351229,0.8727334827748346,3
early,37,7,610393.2453358879,5,55793.542461916855,43795.102542821514,0.8081504819747352,2
early,10,30,6323458.383038213,5,110403.62746602915,21124.760399263574,1.684667828015522,2
series_a,69,50,27432283.418908868,5,18687.00751129865,10845.162833821947,0.38323232256575646,3
series_a,75,55,16438509.708948366,4,764624.2973665476,295534.6819024521,0.5327123290931889,3
early,23,13,8081475.586207088,5,170332.12343985421,22234.98048614491,1.529414075139223,2
early,20,34,1836346.9936774462,2,85370.39110736708,44637.006289703815,0.8876549339739008,2
early,34,40,9168320.813484566,3,189984.9710156696,8431.681057523394,0.2098391163073065,2
early,9,44,5454041.5965761095,2,45445.13392657759,9147.444050723307,1.6781608113536484,2
seed,11,9,1005294.6854971546,2,1759.753841323316,1790.7343320084656,0.19293443629279527,1
early,23,29,7452054.293450121,1,46687.65511508817,47546.31637178868,0.10399527917961199,2
idea,4,5,34466.94111000414,0,171.97029438313263,66.0393836269372,0.04713797493900729,0
series_a,40,39,9947468.506031625,2,232840.74794873342,271481.4593061509,2.1176612202344454,3
series_a,89,23,32839745.648118608,3,189512.59754327004,243140.4393473545,1.995338942775196,3
idea,2,2,11935.040234948923,1,79.02982169952735,30.662539825994482,0.16281906988068176,0
early,29,45,7168026.590284865,0,75888.18533415842,40669.48381129302,1.9192866725866191,2
idea,3,12,44346.6198158586,0,74.317168182507,5.130993165473525,-0.008555847977271186,0
idea,4,5,44415.54110745662,1,157.08421852957196,38.66285645610594,-0.0774562684932339,0
early,16,14,1517330.6069980338,4,197368.73101885177,3200.565328927846,0.3431744557269447,2
idea,3,10,34817.29780476404,1,158.49748443319592,63.47712261068467,-0.06661553638735726,0
early,39,20,8776649.820940107,4,190435.6544502935,39715.36610108763,1.3362138127646892,2
early,8,25,9893636.762289083,4,192434.037918426,39202.08345054048,1.756019836512181,2
seed,10,14,1849233.0246201246,1,8446.65540837304,3365.0455048152617,0.304579947087249,1
idea,2,8,27562.065906130883,0,68.06630168784136,31.32330716366851,0.45492335326004607,0
idea,2,4,427.73850590850924,0,17.486539498728494,4.604987139212814,0.20244496810405302,0
seed,12,8,1295163.651301903,2,8992.32483042477,2967.58446056932,0.20747732765647087,1
scale_up,78,33,616541844.4420846,9,4434215.359620258,2817445.2905245596,4.039181379439527,4
seed,4,16,1260276.123539775,0,6227.698166190173,4846.2106522901895,0.19728830871706848,1
idea,2,3,24643.794856764966,0,36.646143748431115,8.847688367841062,0.10685611236157733,0
seed,7,10,915628.4355517515,2,6303.255105378661,214.48505496785842,0.17090528994427356,1
seed,6,17,687231.634553401,0,4273.117194132911,727.8387932625058,0.8311389644353826,1
early,15,47,8265537.735198257,3,34054.0614934368,8048.291023445074,1.0315870082412666,2
idea,3,12,18618.314911430134,0,39.00604635783087,15.017922079556792,0.3441828744535891,0
early,18,9,8537999.4302776,3,163363.52258861,42742.242003132444,1.2705734727279292,2
seed,8,8,1779301.5230053167,2,912.4516834507657,4311.258141512436,0.390515697684394,1
scale_up,124,198,148009407.59138963,8,8824751.274266196,2846604.8669279325,2.022036386022725,4
idea,3,1,20261.289146466697,0,167.04345212175377,72.6679104323738,0.09698522621474717,0
seed,4,5,1434190.8159421256,2,7672.495991226301,2226.473861876052,0.3460024129722764,1
series_a,50,13,3697350.1867165077,4,692647.751821022,454274.73793766333,2.8805149603531643,3
idea,5,4,42147.81141175576,1,12.579651521371837,1.3889502444895883,0.4153552331184158,0
series_a,64,81,22252666.26190291,4,942491.439402965,439724.5271772529,0.7051361110836163,3
early,20,28,5865380.985826161,1,140461.92632765876,36211.481479264956,0.9087004349810806,2
idea,1,6,38703.0853473058,0,122.30631892295479,20.003177998006947,0.4204424679347405,0
idea,4,3,23646.345468196505,1,67.0927902365295,25.311739328604933,0.3078019839509135,0
early,16,11,7631994.660167663,5,51772.74332837523,20947.505851742968,1.0222099730789327,2
idea,4,0,36073.85413670085,1,93.65771353457357,6.981702490539046,0.17072918796703776,0
seed,11,19,828908.0897694287,0,9417.041255114087,2661.755632585695,0.8523554603874851,1
idea,2,2,8214.62837632575,0,35.916245701826035,11.497880700211201,-0.03289243372142027,0
seed,10,10,1965272.0354638027,0,5930.317515432942,448.49648504127316,0.733863983993982,1
idea,5,11,33851.716102935876,1,42.63284047838163,3.977218530080266,0.149236057981279,0
series_a,47,74,1840259.5468997,3,429811.66336234735,260179.1773114904,0.6265747743106688,3
scale_up,538,177,396925213.7745496,10,6804181.930370175,3519243.0226226016,2.7724927670195423,4
scale_up,70,235,75985279.1567604,10,3198578.3703865013,2979026.369730805,3.4607145918368163,4
early,36,26,5209633.383604619,2,55695.65346472684,33141.48683108121,0.28368929000534754,2
idea,4,2,34700.99729122827,0,36.90701014732882,12.90347936257533,0.1453919022403006,0
early,31,7,2753316.1476521455,3,176506.47337738067,47571.64832486887,1.4471320354822022,2
idea,3,10,27313.9552395142,0,108.48202573566172,25.80753717991784,0.31849942162225664,0
idea,1,0,25825.62313122873,1,88.59830773126365,12.048808270342114,0.4919832318881834,0
idea,2,6,7294.462324164364,0,129.74437603098113,56.80555120162698,0.1991269269987759,0
seed,10,7,83048.8857812105,0,7662.179740206372,2025.6303666843,0.8725205168461819,1
early,6,35,3143750.990117384,4,186580.08794886214,15987.047291747276,0.1448235696887915,2
early,33,46,1662228.6825540916,2,168906.02177508222,40536.6982701751,1.2683516293010317,2
seed,3,11,415260.79583532206,1,9945.32578699456,60.045815421320704,0.5409198132872987,1
idea,2,8,19414.88889742695,0,79.82634048000618,25.382789812273504,0.47988707307871137,0
scale_up,573,90,538266377.5101736,5,9333036.66081966,4483154.093394681,1.1119832441709656,4
seed,6,24,697616.143193766,0,6116.826964239712,1371.7369307767835,0.6985714851307327,1
seed,7,23,1865531.2881278426,3,1297.519896876467,802.789053815851,0.6767366986798866,1
idea,2,10,26161.57639327659,0,20.569794412360952,6.746042546027144,0.1024488252118605,0
early,20,11,4393897.920195561,3,110413.3666712003,6173.552932316972,1.9832336329467424,2
early,19,27,8738860.531288095,2,32272.70802104833,7900.141688555963,1.6626394893147507,2
idea,4,0,28532.20912725224,0,3.4777485850867818,0.614091111427632,0.45573647012349794,0
idea,3,9,24226.924056282332,0,107.45556930968961,36.5156028728355,0.14594659290108308,0
early,31,17,267244.21520803275,1,171853.00905608045,44895.89915781795,1.9146410842985,2
early,18,12,3916925.2132699885,3,178014.51757818172,26659.32344108105,1.097164208858152,2
idea,3,4,31478.369758438585,1,42.13758340606029,3.9332047493926496,0.07396225619742669,0
scale_up,914,73,197316915.2527187,8,7815852.875202875,2877146.362876641,1.3030192813052448,4
idea,2,10,33599.39357011631,0,50.95847114626084,6.094041899797377,0.20074428645521195,0
seed,6,12,731845.9294652424,0,5244.84760730215,1676.2391785016557,0.0013198689843296751,1
series_a,44,40,7460747.49252645,3,695515.9489929486,318790.9288367405,2.430889347950653,3
seed,7,17,545077.3934358754,2,7112.519274087947,2563.7357092550465,0.9307080116883338,1
seed,4,10,456102.83072633453,1,2342.229482541939,2897.0281554332732,0.7981708026178452,1
seed,11,10,438816.3876665396,0,718.6111261219957,3572.708507250026,0.7031385432874808,1
idea,2,6,43091.406541230135,0,136.69054868421006,19.448388660526522,0.40541407263102924,0
scale_up,352,57,296820738.9462602,6,9243576.941567142,3731286.1422597,1.7172875925575566,4
seed,6,7,836963.4689253999,2,7396.996787513772,3871.077790831794,0.6070286543845467,1
series_a,17,65,30221628.152749028,3,288730.47458700073,46108.713661513015,2.8301342250222894,3
idea,5,5,3767.2058786575367,0,184.1070462479255,8.548041639885428,0.180735516879215,0
idea,5,2,16559.438607612192,0,117.24414230544905,4.053882746624882,0.13672352494545528,0
idea,1,2,35774.20898871947,0,90.50672880586012,3.136794034884946,-0.08040697924347845,0
early,24,37,6089530.307246528,1,24105.652564126067,39257.88850947228,0.7593828006181613,2
seed,7,17,1181876.1853538917,0,703.524314793292,1245.3841608579592,0.5718392898565416,1
series_a,113,45,7251970.72508148,4,135782.7177356239,256240.52528596678,1.7276989930830153,3
seed,11,17,1826194.1878421057,3,6891.44531190649,1780.5294975947972,0.2411104476852185,1
scale_up,241,51,351600360.6288363,4,9982862.86442028,341026.05213690805,2.3174892769715676,4
idea,3,5,1921.445932230731,1,134.69796230263665,22.39777601328704,0.4234458061261739,0
series_a,103,56,20031265.83881046,3,771047.4454450145,439997.3158541418,0.4009675917123484,3
early,11,27,8639312.641986122,2,168569.18918168193,13269.566379416374,1.7822851852427066,2
early,12,13,519262.50001650146,4,109142.13225202243,11056.462412235149,1.4058923425825056,2
early,17,25,5380733.013940375,4,109437.8911910946,42243.58249592443,0.3816974300669313,2
early,32,34,8562305.628326235,4,116206.67243019074,12635.97645391454,0.8273264752059463,2
seed,12,15,98360.90655600038,1,3994.9305157977064,768.3807425078093,0.8625198062266913,1
idea,5,5,37139.541737485,1,51.32536078304557,19.750947496269053,0.4747475305340888,0
idea,2,12,23427.347489573614,0,169.75049333376865,16.35987442931681,0.3240126250763261,0
series_a,88,39,9881656.2898642,6,112561.17849750469,276064.31783573865,1.0106229832931837,3
seed,9,13,738943.2590720545,2,9477.853656484818,206.3487368731093,0.9188528558831043,1
early,37,16,951939.9923924018,2,175629.90801976746,48691.06544701992,0.6399267553491897,2
seed,4,16,1436784.0331171155,2,1475.9348609423262,2227.0271428891742,0.3550947663631898,1
idea,3,8,26978.781478103065,1,148.5609374519693,33.5129642960261,-0.0809166812596952,0
idea,2,5,843.1435041052205,0,18.416098624723954,6.371141644830614,-0.03998914598540665,0
early,29,26,3715647.8558264547,2,100862.57172366879,4788.419657250071,1.3804956525907692,2
seed,11,14,96014.0713213802,1,814.6521455192803,1964.7221968667993,0.6699263421613231,1
idea,4,6,46381.68597405368,0,110.93835056945491,31.612088044717844,0.1683321711214186,0
seed,4,16,919434.5956601119,0,5948.877448677605,2456.3381424500035,0.3034842085515608,1
idea,4,0,23293.586445383768,0,37.28108281362221,16.455975817080954,0.41971334915934844,0
seed,3,13,1120701.571871855,1,741.3939062888974,2424.695152913817,0.4689428434408158,1
idea,2,10,33529.00254134677,0,11.435930906053304,0.20398508030641288,0.24142794493620448,0
early,26,14,2805962.872934163,4,93926.03904619168,43042.669220848016,0.7176444437179174,2
idea,3,11,48319.503303242,0,130.20665960063752,20.624153800620217,0.1421813157515027,0
seed,10,18,1963402.7603907085,0,4211.642754897676,3494.6383047260842,0.9994590671864021,1
idea,1,1,18676.105183978103,0,119.3278399866908,44.32301807447006,0.12408114318982935,0
idea,4,3,30023.6431625137,0,66.69140410632946,14.984420468072944,0.21751405924794018,0
seed,3,13,1504537.479685444,2,8698.282713371062,1934.763520438799,0.34983902550673174,1
seed,3,19,617265.0777692065,3,7157.463807573212,1633.7802362151544,0.2895427477937049,1
seed,8,15,340768.4507217792,2,5237.274152881508,1385.906823373106,0.21028279269871508,1
idea,2,9,35938.959029235775,0,40.65681706882221,16.735354249061118,0.09357670654206388,0
early,18,40,9137301.030647434,3,108818.5126206485,32208.049636108535,1.0675635750094976,2
series_a,58,28,8709547.584202338,3,995144.0921870493,97099.06977161282,1.6846221302204225,3
early,38,18,8795564.218429446,3,161307.46979725052,11259.685338842863,0.6209393887992166,2
idea,2,5,43292.07377099711,0,198.54492391872557,4.736124512123802,-0.09643494649338735,0
seed,5,20,1786385.8287176061,0,6215.658308616101,4586.809925326383,0.4637317359313208,1
idea,5,12,39650.61993846993,1,178.4720450550284,81.38930677425166,0.3708662650300446,0
idea,2,2,40400.737453139176,1,159.84542125830538,41.32121816820928,-0.08008742186499912,0
scale_up,351,156,967183709.9221842,10,3690327.7262276546,4685189.560210521,2.915049289765491,4
idea,3,8,41912.71829083693,0,63.483226743277044,23.436566330336078,-0.05570281468367056,0
seed,3,3,1220555.6087861336,1,7535.494158200887,1875.8819915655122,0.4860034482382267,1
seed,9,10,1927897.6233851947,2,8487.87763143995,4601.50135286374,0.449139688459391,1
early,8,37,4076924.3807920665,2,194872.79590649903,17873.97752759445,1.3140269251491545,2
seed,9,18,658412.8337415479,3,9008.741422358611,1092.7423076028147,0.6254968371167041,1
idea,4,4,31638.537059843602,0,175.34997262632606,30.55751922660778,0.22849305988968274,0
idea,4,1,49669.493936953404,1,32.45616486280474,13.60198793290474,0.002769581775290797,0
seed,2,11,820993.4165057536,2,6706.6596960589095,1848.4339136854328,0.21313710430645505,1
idea,2,7,32214.407826388942,0,195.24625134019487,91.49845038315961,-0.06541438264156395,0
seed,11,13,657897.8979671635,3,212.64931910011697,2159.2643286901844,0.35530360100122993,1
idea,4,5,13633.399513407201,1,143.96606234999075,40.61412023028557,0.13702432140889906,0
idea,4,5,3938.046652318494,1,27.560597536253574,7.3307421722163255,0.487505898320035,0
seed,8,14,1070949.1245851857,2,6753.7187137233805,2859.72681203501,0.9869950774543729,1
idea,1,10,22563.389768563342,1,80.32903544240837,27.286118156863804,0.2746402924832978,0
seed,10,17,801069.4349233595,0,9263.61576250256,1088.9550000618963,0.6933626151747102,1
early,16,7,8449577.298657801,3,131283.86038476106,12340.394892707809,0.5409017053509343,2
early,27,28,3261251.4323286545,1,110822.81824643986,15009.961217248438,0.5043509551275429,2
idea,4,6,34222.452423159855,0,30.577769128959265,14.253554082223737,0.01746506684788171,0
idea,3,10,8882.795392641945,0,71.2463017521683,19.80189020293497,-0.07005764745346106,0
idea,4,9,7574.105651497909,0,96.56349887008221,33.14155332922162,0.09326755758148286,0
seed,6,5,1242107.822036319,0,812.0341214230682,3319.980087298039,0.9120598978210075,1
early,27,47,5995475.745670797,4,89341.2638356385,3957.9263322378106,1.6053187315050876,2
idea,4,0,43115.26182883353,0,102.85429908851023,17.52449492596741,0.17452724442404724,0
series_a,116,80,1549823.6088956632,2,993832.3419209191,251484.2871907481,1.7613114115038726,3
idea,2,6,43320.756476241215,1,135.91082382145777,55.55194816028184,0.0017347966220813,0
seed,11,20,1503688.7513895691,1,3693.658466393819,3054.868233979406,0.9099296989772162,1
early,7,39,6175694.17031081,2,101961.29541280866,5040.44582121374,1.4850970433602837,2
series_a,86,47,5374772.73767832,5,103521.45675885079,103467.69753045679,0.12080587121631614,3
early,35,9,3498344.8550168,3,99967.96433454682,10343.121390984783,1.127783661825061,2
early,19,40,4135223.5049385945,0,12083.63610877271,42955.9580428894,1.9231715795244164,2
idea,1,7,44302.5420095038,0,129.54226697363302,50.96141619134771,0.23508315300361296,0
early,15,39,8950386.07964277,2,93302.15248299934,5238.954178047629,0.161048499961974,2
idea,4,3,49570.75231019017,0,141.59610027661753,55.93437514764399,0.44258622319236407,0
series_a,99,63,26844368.16153217,3,96604.80969341878,331365.9848011983,2.7426109516874693,3
seed,4,7,311848.86824968725,0,9203.666902493243,4958.990350228832,0.2872998000367648,1
early,26,27,6691109.573739209,2,188924.7126311432,35566.99451761051,1.5206921293852673,2
seed,7,9,212844.49449333444,0,3521.223881862014,4023.6853238347026,0.9187237493338305,1
seed,11,22,1059177.2556847876,0,7990.563499226363,1068.564874262895,0.2672072767565691,1
seed,3,7,1909167.1371964405,2,7357.330590824612,362.4929700252727,0.895298837708947,1
early,12,13,5798213.54441436,2,132204.4420085679,39936.7127603123,1.5150492265217441,2
idea,5,5,31693.62230260396,0,196.7383716834353,7.450447243753123,0.1734546217168735,0
idea,1,8,30512.448914490244,0,132.0772880542688,8.55376168325087,0.07464732882538777,0
idea,3,8,23116.79398317234,0,22.48808234059714,6.024870286961661,-0.07345343858931502,0
idea,4,8,27631.729091459696,0,147.13950106125077,64.12609976048041,0.11166107951417345,0
series_a,72,45,23643631.212385867,5,536084.323926359,144056.29122904167,2.787687471031837,3
idea,4,6,16196.95600803579,0,175.24465862632817,37.53304962966319,-0.03490099295773695,0
scale_up,157,129,202425382.53347537,10,2609346.5126850675,3203808.666547926,0.9947048724096994,4
idea,4,6,21460.538977084987,0,57.69167008362568,23.34337191526476,0.46351845969545724,0
idea,4,3,20068.374285857954,0,153.75139530627501,15.486145318920746,0.019542058091327308,0
early,19,47,2523636.1397129423,2,60566.89250281012,6371.6243301701115,1.0052935771551086,2
early,21,43,5218556.035966218,2,124647.1294796095,23649.317329482325,1.8745601330093653,2
seed,6,17,1058702.5744695917,1,9898.25543601689,1510.9275499970843,0.27752879198502856,1
seed,5,20,28855.51121077608,1,7609.131020372726,3807.2379106356057,0.7889771878522938,1
early,11,18,6184785.348526214,3,156980.60711551263,14192.425750141492,1.3244071860777413,2
idea,2,6,42617.5058341917,0,124.3766322909866,7.415640243863527,0.07921039028848056,0
scale_up,942,123,939032112.8678213,3,9504035.684753394,635065.787184199,2.415179832566413,4
scale_up,271,32,795179568.2779386,8,5187819.809724263,268282.58333077,3.3355100902728565,4
early,31,23,801988.4310852331,4,14714.910721612312,46183.90136209968,0.1493993697937397,2
idea,4,7,2420.9652905290814,0,36.782093024692976,8.734429430577137,0.13001098055913346,0
early,18,17,7535226.3192223245,3,85915.81367747423,20780.009223577366,1.4396893900111545,2
idea,4,6,38960.25573694417,1,12.122071423562698,2.7687800668612628,-0.07724983355582,0
idea,2,5,45473.85541839453,0,133.009622476512,1.067988971049587,-0.02977511038693391,0
idea,2,11,33330.772840976744,0,179.27797761720524,66.75317087647824,0.29414246357585394,0
seed,6,5,460656.6014785292,3,9797.932877036494,3238.2979282014735,0.9168232920234202,1
series_a,18,84,5848662.78264021,4,260307.84104404214,202070.74532441047,1.9732091359227208,3
early,14,20,3481326.3575394456,5,159823.29667672847,23468.889802490605,0.43965079466566,2
early,29,15,6184959.310468528,3,139382.55193674145,12993.198387246392,1.315254240954304,2
seed,5,15,908757.0025196148,0,1164.1310563455831,705.2484512492008,0.8210785774468501,1
idea,2,7,36619.75229286278,0,132.85179542802751,47.23032231178676,0.3359352723345571,0
seed,11,4,392660.52922984876,0,8686.5396366943,3962.935800167843,0.574642070621839,1
scale_up,823,200,591050163.0241852,9,1900618.9117007148,930971.4040214957,4.34144016381789,4
idea,2,8,44593.758346711045,0,69.46900858800345,2.3446217241183374,0.35136167656720374,0
series_a,113,35,18916465.972506355,1,593308.8976962145,363742.74526517733,2.343205651702099,3
